title,model,storage
IPHONE 16 PRO 128G 黑 全新未拆 原廠保一年 原價36900 現金價31590 高雄面交,iPhone 16 Pro,128
🌟IPhone 14 Pro 128G 紫色,iPhone 14 Pro,128
IPHONE 13 pro max,iPhone 13 Pro Max,Unknown
iPhone X 64G,iPhone X,64
iPhone 15 128 黑色 電池90｜新世代通訊｜南部最懂你的手機,iPhone 15,128
【艾爾巴二手】IPHONE 13 128G A2633 6.1吋 藍#二手機#中壢店 H33HK,iPhone 13,128
Iphone 11 128g 誠可議,iPhone 11,128
Iphone13 Pro Max 128G 中和面交,iPhone 13 Pro Max,128
✨Iphone 16 Pro-128G 🔋100% 外觀漂亮😻,iPhone 16 Pro,128
iPhone 16 Pro Max256銀￼,iPhone 16 Pro Max,256
iPhone 16 pro max 256G（保固內）,iPhone 16 Pro Max,256
iPhone 13Mini 256G 價格超甜🎉,iPhone 13 mini,256
【高雄現貨】單機 iPhone 14 Pro Max 128G 紫 6.7吋 128Gb,iPhone 14 Pro Max,128
iPhone 12 128GB 100% #90972,iPhone 12,128
IPhone 12 Pro,iPhone 12 Pro,Unknown
售iPhone 15 Plus 128G 粉色,iPhone 15 Plus,128
iphone 13 256g,iPhone 13,256
iPhone 11 128G,iPhone 11,128
iPhone 11 Pro 256G 白色 / 🔋電池：93%,iPhone 11 Pro,256
iPhone 11 128G,iPhone 11,128
iPhone 15 Pro Max 512G,iPhone 15 Pro Max,512
iPhone 7 Plus 128 g,iPhone 7 Plus,128
iPhone 14ProMax 128G 🔋84%,iPhone 14 Pro Max,128
iPhone 15ProMax 256G 藍色 電池83%🍎✨,iPhone 15 Pro Max,256
✨IPhone 14 Pro Max 128G🔋84%,iPhone 14 Pro Max,128
Iphone11 pro 64G,iPhone 11 Pro,64
iPhone 13 Pro 256G 螢幕彈窗,iPhone 13 Pro,256
⭐️IPhone 12 128G 🔋100% 所有功能正常❤️外觀皆漂亮😻,iPhone 12,128
二手 iPhone XS Max 256GB 金色,iPhone XS,256
iPhone 12 Pro Max,iPhone 12 Pro Max,Unknown
售IPhone 12mini128 黑,iPhone 12 mini,128
iPhone 13pro 128g 金色,iPhone 13 Pro,128
iPhone 11 128g 白色,iPhone 11,128
售IPhone 11 128 黑,iPhone 11,128
iPhone xr128,iPhone X,128
賣iPhone 11 64g,iPhone 11,64
iPhone 16promax 256G原色 保固內,iPhone 16 Pro Max,256
iPhone 12 Pro Max 128G,iPhone 12 Pro Max,128
iPhone 14 promax 256 g,iPhone 14 Pro Max,256
Iphone 16e/256G 白100%,iPhone 16E,256
iPhone 11pro,iPhone 11 Pro,Unknown
Iphone 12pro/128藍,iPhone 12 Pro,128
iPhone 15 Pro 128GB 白色鈦金屬,iPhone 15 Pro,128
iPhone 15 Pro Max 256G 原色鈦金屬,iPhone 15 Pro Max,256
iPhone 13 Pro,iPhone 13 Pro,Unknown
iPhone 13 Pro max 256G,iPhone 13 Pro Max,256
iPhone 14 Pro 256GB..低價出,iPhone 14 Pro,256
IPHONE 13 256G綠色,iPhone 13,256
IPHONE 14Plus 128g紫色,iPhone 14 Plus,128
iPhone 15 Pro max 256 G,iPhone 15 Pro Max,256
iPhone 12ProMax 256G,iPhone 12 Pro Max,256
售 二手iPhone 12ProMax 256G,iPhone 12 Pro Max,256
iPhone 12 128GB 🔋93,iPhone 12,128
IPHONE 13 128G紅色,iPhone 13,128
iPhone 13Mini 128G 藍色 電池100%🍎✨,iPhone 13 mini,128
IPHONE 13MINI 128G藍色,iPhone 13 mini,128
IPHONE 11 64G白色,iPhone 11,64
Iphone 11 promax,iPhone 11 Pro Max,Unknown
【出售】:IPHONE 14 PRO 256 紫色,iPhone 14 Pro,256
iPhone 13 128G 粉/白/黑/綠 四色可挑,iPhone 13,128
iPhone 11 Pro 256G 兩色可挑,iPhone 11 Pro,256
IPhone 14Promax-128G,iPhone 14 Pro Max,128
Iphone15 126g,iPhone 15,Unknown
【艾爾巴二手】iphone 16 pro max 256g 6.9吋 原色 港版#二手手機#保固中#屏東店G60QR,iPhone 16 Pro Max,256
iPhone 13 Pro 256G 螢幕彈窗,iPhone 13 Pro,256
iPhone 14 Pro 256G 美版無卡槽,iPhone 14 Pro,256
Iphone 16 pro 128 GB 原鈦色~ 全新未拆~實體雙卡版~,iPhone 16 Pro,128
二手iPhone 16Promax 512G鈦白,iPhone 16 Pro Max,512
iPhone XR 64G,iPhone X,64
IPhone 8 plus256g🔋88,iPhone 8 Plus,256
iPhone 14 128G 黃色、完美無傷、原廠保固半年,iPhone 14,128
iPhone 11 128G 🔋88%,iPhone 11,128
iPhone 14 白色 128G,iPhone 14,128
⭐️IPhone 14 Pro Max-128G🔋77%,iPhone 14 Pro Max,128
iPhone 12 64g海軍藍💙,iPhone 12,64
iPhone 12 黑色 256G 外觀8.5成新 功能正常 電池健康度87%,iPhone 12,256
Iphone11 128,iPhone 11,128
iPhone XR 64G 電池彈窗,iPhone X,64
iPhone 12 Pro 太平洋藍 256G 外觀8.5成新（螢幕有些微使用痕跡）功能正常 電池健康度100%,iPhone 12 Pro,256
iPhone 11 Pro 64G 原廠電池彈窗,iPhone 11 Pro,64
Iphone 13 pro max,iPhone 13 Pro Max,Unknown
iPhone 12 128G,iPhone 12,128
iPhone 12promax 128g 藍色,iPhone 12 Pro Max,128
"IPHONE16 兩眼三眼,各型號現金收購",iPhone 16,Unknown
iPhone 14 128GB 白,iPhone 14,128
續約⚠️攜碼⚠️舊機折抵⚠️ IPHONE 13 Pro 256GB 金色🖤超長保固❗️桃園八德實體店面,iPhone 13 Pro,256
二手iPhone 16 Pro Max 256G 白,iPhone 16 Pro Max,256
iPhone 15Pro 128G 黑色🔋83%（有盒）,iPhone 15 Pro,128
iPhone 12 128G 白色🔋81%,iPhone 12,128
iPhone 13 128G 黑色✨電池82%🔋,iPhone 13,128
13 iPhone 13 256G 白色 星光色79% 二手機 無維修 原盒 台灣公司貨 6.1吋,iPhone 13,256
IPHONE 12PRO 128G藍色,iPhone 12 Pro,128
6.1吋的 iPhone XR(64GB藍)賣$3000 原廠盒裝 功能正常 電池健康,iPhone X,64
iPhone 13 pro 256gb 急售 女用一手機,iPhone 13 Pro,256
iPhone 13 256G 藍色 電池100%,iPhone 13,256
iPhone 11 64G 白,iPhone 11,64
iPhone 12-128G 三色可挑,iPhone 12,128
給錢就走 iPhone 14 Pro 256G,iPhone 14 Pro,256
iPhone 14 Pro Max 256G 黑色,iPhone 14 Pro Max,256
iPhone 13 pro 256gb 急售 女用一手機,iPhone 13 Pro,256
iPhone 14 pro 256g 紫色 電池100%,iPhone 14 Pro,256
iPhone 13,iPhone 13,Unknown
Iphone 16 128g 藍,iPhone 16,128
iPhone 13 Pro 128G,iPhone 13 Pro,128
台中 保固一個月 電池84% IPhone 13 mini 256g 黑色 午夜色 5.4吋 有盒裝 #PN130,iPhone 13 mini,256
（已售出）iPhone 12 Pro 128GB 金,iPhone 12 Pro,128
Apple🍎手機📱iPhone 14pro max 128g 白色💰不夠🉑️分期🉑小刀,iPhone 14 Pro Max,128
iPhone 12 Pro 128G 完美無傷、電池100%,iPhone 12 Pro,128
iPhone 11 64G 黃 77%,iPhone 11,64
iPhone 13 256g 粉色 無刮 電池健康度99%,iPhone 13,256
iPhone XR 64G 電池彈窗,iPhone X,64
iPhone X 256G,iPhone X,256
iPhone 11 128G,iPhone 11,128
iPhone XS Max 256G 電池彈窗,iPhone XS,256
iPhone 11 Pro 64G,iPhone 11 Pro,64
📱🔥iPhone 16 Pro｜128GB｜電池100%｜分期每月免2000🔥,iPhone 16 Pro,128
Iphone13 128 白粉藍綠100%,iPhone 13,128
Iphone13p 128藍 100%,iPhone 13,128
二手iPhone 13Pro Max 256G 金色 換過熒幕 功能正常,iPhone 13 Pro Max,256
iPhone 13/128房盒裝配備齊全，換過認證電池一個多月以前目前100趴,iPhone 13,128
iPhone 14 Pro Max 256G,iPhone 14 Pro Max,256
🌟IPHONE 13 PRO 256G ⚡️100% 高品質手機❤️不要錯過我🫶,iPhone 13 Pro,256
🫶Iphone 14 Pro 128G 🔋74% 新竹可以面交🚗,iPhone 14 Pro,128
二手-iPhone 16 Pro Max 256 原,iPhone 16 Pro Max,256
iPhone 13ProMax 256G 藍色✨電池80% 🔋,iPhone 13 Pro Max,256
IPhone 12 Pro 128G 太平洋藍色,iPhone 12 Pro,128
iPhone 16 128G 黑,iPhone 16,128
iPhone Xs max 256g金色 9成新 女用一手,iPhone XS,256
iPhone 13 128G 粉色🔋74%,iPhone 13,128
IPhone 14Promax-128G,iPhone 14 Pro Max,128
iPhone 7Plus 128G,iPhone 7 Plus,128
iPhone 13 Pro Max 256g 自用一手 底價出,iPhone 13 Pro Max,256
iPhone 13 128G 白 電池健康度100%,iPhone 13,128
iPhone 13Pro 128G 綠色 電池81%📱✨,iPhone 13 Pro,128
iphone15 256g,iPhone 15,256
iPhone XR 128G 紅色,iPhone X,128
iPhone 13 Pro 256G 天峰藍,iPhone 13 Pro,256
賣iphone Xs max 256g黑色 (2),iPhone XS,256
iPhone 14 PRO MAX 6.7吋 256G 深紫色,iPhone 14 Pro Max,256
iphone 13 256G 中古 低價出 可面交,iPhone 13,256
iphone 12promax 256g藍色,iPhone 12 Pro Max,256
iphone xr 100%🔋128g..,iPhone X,128
本人換新手機了 便宜出售 IPHONE 14PRO MAX 256G銀色,iPhone 14 Pro Max,256
Iphone 14 Pro 128GB (1),iPhone 14 Pro,128
iPhone 11 Pro Max 256 🔋74 無拆修過,iPhone 11 Pro Max,256
拆封品 iPhone 15 Pro Max 白色鈦 256GB 公司貨 限面交自取,iPhone 15 Pro Max,256
【洋機隊】Apple iPhone 13 128GB 6.1吋 可eSIM 當日出貨 有實體店 #4397,iPhone 13,128
iPhone 14 Pro 256G 黑,iPhone 14 Pro,256
Iphone 15 Pro 256g 白色,iPhone 15 Pro,256
售iphone16plus 128g 粉色$26000價錢可談 功能全正常無更換任何零件 有盒裝 意者中壢約面交,iPhone 16 Plus,128
Iphone16 128Gわ黑色,iPhone 16,128
iPhone X 256G,iPhone X,256
iPhone 12 256g 銀白色 電池91 分手了便宜賣掉,iPhone 12,256
保固內 15 pro max 256g 優質二手 iPhone,iPhone 15 Pro Max,256
Iphone13 256 藍100%,iPhone 13,256
iPhone XR 128g，紅色 無損傷 原廠零件,iPhone X,128
iPhone 13 Pro Max 256gb,iPhone 13 Pro Max,256
IPHONE 16 PRO MAX 256G 白 全新 原廠保固一年 原價44900 現金價37990 高雄面交,iPhone 16 Pro Max,256
iPhone 12 64G 藍色 電池76%🍎✨,iPhone 12,64
iPhone 12 128G 🔋85% 雙北桃園到府面交🚗,iPhone 12,128
🔥IPHONE 11 256G🔋100% 外觀萌萌噠🫶,iPhone 11,256
iphone 11 128g 自用一手 可面交,iPhone 11,128
iPhone 13 Promax 256G,iPhone 13 Pro Max,256
高雄可面交🍎完美無傷iPhone 13 pro/13 pro max 128/256/512G,iPhone 13 Pro,128
iPhone XsMax 256G 黑色 電池78%📱✨,iPhone XS,256
iphone 13 256g粉色,iPhone 13,256
收一台iPhone 12以上要256G,iPhone 12,256
IPhone 15 Pro 256G,iPhone 15 Pro,256
IPhone 14Promax-128G,iPhone 14 Pro Max,128
iphone 14 pro max 256g 紫,iPhone 14 Pro Max,256
iPhone Xs max 256g金色,iPhone XS,256
iPhone 16 PRO MAX 256G沙漠金,iPhone 16 Pro Max,256
IPhone 11 256G 紫色,iPhone 11,256
iPhone Xs max 256g金色 9成新 女用一手,iPhone XS,256
售二手 Iphone15 ProMax 512G 白,iPhone 15 Pro Max,512
iPhone 14 Pro 256G 紫,iPhone 14 Pro,256
Iphone13mini128,iPhone 13 mini,128
iPhone 12 Pro,iPhone 12 Pro,Unknown
￼ iPhone 12 128G,iPhone 12,128
Iphone12pro256,iPhone 12 Pro,256
Iphone11pro256,iPhone 11 Pro,256
尋IPhone 11,iPhone 11,Unknown
Apple iPhone 14 promax 512G 黑色,iPhone 14 Pro Max,512
送貨到府🍎 13 256g 優質二手 iPhone,iPhone 13,256
Iphone13 pro藍 128,iPhone 13 Pro,128
Iphone14pro 128g紫,iPhone 14 Pro,128
iPhone 14PRO 256G紫色✨機況美原本有包膜,iPhone 14 Pro,256
IPHONE 13PRO 128G藍色,iPhone 13 Pro,128
iPhone 12 128G 🔋81% 白✨,iPhone 12,128
iphone 14 pro256G,iPhone 14 Pro,256
IPhone 12 128G 藍色,iPhone 12,128
iPhone 13 Pro max 白 256,iPhone 13 Pro Max,256
iPhone i11 64g 黑色,iPhone 11,64
14 iPhone 11 64G 白色75% 二手機 原盒 台灣公司貨 6.1吋,iPhone 11,64
分手換錢便宜出手iPhone Xs max 256g金色,iPhone XS,256
二手IPhone 14 Pro 128G 無盒,iPhone 14 Pro,128
iPhone 13 Pro Max 256gb天峰藍 無傷，原盒裝,iPhone 13 Pro Max,256
iPhone 12 Mini.,iPhone 12 mini,Unknown
iphone 14 promax 128g 紫色,iPhone 14 Pro Max,128
二手iPhone 11 128G 綠 功能正常 Iphone11 i11 apple 蘋果 6.1吋,iPhone 11,128
iPhone 14 pro 暗紫色 256G 中古 可面交,iPhone 14 Pro,256
iPhone 13 pro 256g 石墨色.. 外觀極品 無維修 低價出售,iPhone 13 Pro,256
iPhone 13 128GB,iPhone 13,128
自售 Iphone 13,iPhone 13,Unknown
Iphone 13 promax 256G 金色（臉部辨識NG）,iPhone 13 Pro Max,256
iPhone 13 Pro 256G,iPhone 13 Pro,256
iPhone 12｜128GB 黑色｜電池健康83%｜原廠螢幕｜無刮傷｜面交自取,iPhone 12,128
iPhone 16Pro,iPhone 16 Pro,Unknown
IPhone 11 Pro 64G,iPhone 11 Pro,64
iPhone 13 Pro 256G,iPhone 13 Pro,256
Iphone16 128g 藍色,iPhone 16,128
iPhone-13,iPhone 13,Unknown
Iphone14 128,iPhone 14,128
iPhone 16 Plus case+screen protector,iPhone 16 Plus,Unknown
售iPhone 14 pro 256 副廠電池100🔋,iPhone 14 Pro,256
iPhone 13，128g,iPhone 13,128
二手 iPhone 14 Pro Max 256 黑色 外觀無損，無維修紀錄 正常使用,iPhone 14 Pro Max,256
二手 iPhone 13 128 綠色 電池良好 機美無傷 功能正常,iPhone 13,128
Iphone14 256,iPhone 14,256
iPhone 14 Plus 白色 256G 電池97% 外觀完美,iPhone 14 Plus,256
iPhone 15 256G 粉色,iPhone 15,256
iPhone 12 mini 64G 紅,iPhone 12 mini,64
續約⚠️攜碼⚠️舊機折抵⚠️ IPHONE 14Pro Max 128GB 紫色🖤超長保固❗️桃園八德實體店面,iPhone 14 Pro Max,128
iPhone 13 128G🩷,iPhone 13,128
續約⚠️攜碼⚠️舊機折抵⚠️ IPHONE 12Pro 128GB 金色🖤超長保固❗️桃園八德實體店面,iPhone 12 Pro,128
iPhone 15 128,iPhone 15,128
iphone 11 128g 白色 全機功能都正常,iPhone 11,128
桃園八德實體店面📍IPHONE 12 Pro Max 256GB 藍色🖤（625）,iPhone 12 Pro Max,256
iPhone X 64G,iPhone X,64
iphone 12 256G 紫色,iPhone 12,256
iPhone 14 Pro 256g 黑色.,iPhone 14 Pro,256
iPhone 13pro 256G 藍色 外觀無傷,iPhone 13 Pro,256
iPhone 15 promax 256 銀色 原色,iPhone 15 Pro Max,256
售iPhone 14 pro max 256g 紫 無傷 電池健康88 大螢幕 大容量..,iPhone 14 Pro Max,256
二手 iPhone 11 128G 紫 功能正常 6.1吋 無損傷 無維修,iPhone 11,128
iPhone 8Plus 128GB,iPhone 8 Plus,128
Iphone 11 128G,iPhone 11,128
Iphone14pro 128g,iPhone 14 Pro,128
iPhone 13mini 128g,iPhone 13 mini,128
iPhone 13Pro 256G 臉部辨識故障,iPhone 13 Pro,256
iPhone 14Plus 128G,iPhone 14 Plus,128
Iphone13 pro 128g,iPhone 13 Pro,128
售 iPhone 13Pro 256G 天峰藍色,iPhone 13 Pro,256
iPhone 11 Promax,iPhone 11 Pro Max,Unknown
iPhone 11 Pro 256G,iPhone 11 Pro,256
iPhone 15 plus 128G 藍,iPhone 15 Plus,128
IPHONE 13PRO MAX 128G銀色,iPhone 13 Pro Max,128
［電池91%］iphone 15Plus 128G 黑色 二手機 15+ 台北 實體門市 可面交,iPhone 15 Plus,128
售 iphone 12 pro 512G 藍 台中大里實體店面,iPhone 12 Pro,512
iPhone 11 64G,iPhone 11,64
Apple iPhone 15 pro 512G原鈦色,iPhone 15 Pro,512
尋iphone 14 plus,iPhone 14 Plus,Unknown
iPhone 14 Pro Max 128g 紫 82%🔋漂亮手機等你帶走😍🫵🏻,iPhone 14 Pro Max,128
iPhone 14 Pro 金色 128G...,iPhone 14 Pro,128
整修二手 IPhone 12 128G 藍色 機況9成新 電池健康,iPhone 12,128
二手iPhone 13Mini 128G 黑色 無損傷,iPhone 13 mini,128
IPHONE 14 128G黑色,iPhone 14,128
IPhone XR 白色 128g 6.1吋,iPhone X,128
iPhone 13 128G 黑 健康度100% A級福利品 實機拍攝 店保60天 #29468,iPhone 13,128
iPhone 11 128 G綠 極新 電池100%,iPhone 11,128
售IPhone Xr256 黑。,iPhone X,256
iPhone 14 Pro 太空灰 256G外觀9.7成新 功能正常,iPhone 14 Pro,256
二手女生自用 iPhone 13 Pro max 256G,iPhone 13 Pro Max,256
iPhone 13 promax 天峰藍 低價出,iPhone 13 Pro Max,Unknown
iPhone 13 Pro Max,iPhone 13 Pro Max,Unknown
iPhone 7 電池🔋100 容量128g 可小議,iPhone 7,128
賣iPhone 14pro 128g,iPhone 14 Pro,128
售IPhone 14pro128 銀白,iPhone 14 Pro,128
iPhone 13 Pro 128G 金📲🔥,iPhone 13 Pro,128
賣iPhone 13promax 512,iPhone 13 Pro Max,512
賣iPhone 13pro 128,iPhone 13 Pro,128
iPhone 12 Mini 128G 綠 📲🔥,iPhone 12 mini,128
iphone11 128g,iPhone 11,128
iPhone 15 256GB 粉 $17500無保固,iPhone 15,256
iphone16 plus 256G,iPhone 16 Plus,256
售iPhone 15pro 256G 黑 保固內,iPhone 15 Pro,256
IPhone 13 128G,iPhone 13,128
⌛️⏲️🎛️📻 售或機換機 iPhone 16 pro 256 黑 $32000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,iPhone 16 Pro,256
Iphone12pro128,iPhone 12 Pro,128
iPhone 11 128g,iPhone 11,128
iPhone 16 Pro 512GB $34000,iPhone 16 Pro,512
iPhone 11換XR,iPhone 11,Unknown
iPhone 12mini 128G紫色,iPhone 12 mini,128
iPhone 15 PRO MAX256G 藍色,iPhone 15 Pro Max,256
iPhone XR 128G 白色,iPhone X,128
iPhone 12 128G,iPhone 12,128
Iphone13promax 128 藍黑灰金,iPhone 13 Pro Max,128
iPhone 11 128G 100%🔋,iPhone 11,128
iPhone 13pro 256G,iPhone 13 Pro,256
Iphone 15plus/256藍,iPhone 15 Plus,256
iPhone 13,iPhone 13,Unknown
iPhone 14Pro 256G,iPhone 14 Pro,256
Apple iPhone 13 128G 粉色，,iPhone 13,128
iPhone 15 128 G,iPhone 15,128
iPhone 14 128 G浪漫紫,iPhone 14,128
iPhone 13 128GB 綠,iPhone 13,128
IPhone 13Pro 256G 白色 機況9.9成新 電池健康,iPhone 13 Pro,256
手機 iPhone 13 128 粉 IMEI：37179,iPhone 13,128
Iphone15 pro max 512G 電池91,iPhone 15 Pro Max,512
iphone15 pro max 256g 🔋85% 原色 功能正常 台南可面交測試,iPhone 15 Pro Max,256
iPhone 12pro 256g 藍,iPhone 12 Pro,256
出售 IPhone 15 promax 256g 黑色,iPhone 15 Pro Max,256
新竹實體店面📱iphone16Promax 256G 沙漠金 🉑無卡分期 學生 八大 上班族 軍人 家庭主婦 信用瑕疵 無勞保 快速申辦 當天取機,iPhone 16 Pro Max,256
iPhone 15 Pro max 256G,iPhone 15 Pro Max,256
iPhone 13Pro 256G 金色 電池87%🍎✨更換過原廠相機,iPhone 13 Pro,256
IPHONE 13PRO 256G黑色,iPhone 13 Pro,256
手機 iPhone 12 128 白 IMEI：97813,iPhone 12,128
IPHONE 16PRO 128G金色,iPhone 16 Pro,128
售二手女用機 iPhone 12 PRO 6.1 吋128G 黑色,iPhone 12 Pro,128
Iphone13 pro 128,iPhone 13 Pro,128
iPhone 15Pro 256G 原色 電池90%🍎✨外觀漂亮📣無盒裝,iPhone 15 Pro,256
iPhone 12 Pro Max 256GB,iPhone 12 Pro Max,256
iPhone 16ProMax 256G 黑色 電池100%（有盒）✨機美📲原廠保固2025/09/19,iPhone 16 Pro Max,256
iPhone 15ProMax 512G 黑色 電池98%🍎✨外觀小傷😻原廠保固2025/07/14,iPhone 15 Pro Max,512
iphone xr 64g 🔋8x 被棄單,iPhone X,64
IPHONE 12PRO MAX 128G藍色,iPhone 12 Pro Max,128
IPhone 11 pro max 256 夜幕綠 極新 電池100%,iPhone 11 Pro Max,256
iPhone XS Max 256G 電池100 後鏡頭不能用，沒有臉部，使用痕跡,iPhone XS,256
iPhone 15 Pro 256GB 🔋97%,iPhone 15 Pro,256
iPhone 11 128G 黑色 電池84%🍎✨更換過電池😻相機小黑點 不影響使用,iPhone 11,128
售 iPhone 14 plus 256g 白色 9成新 外觀無損，無維修紀錄 正常使用,iPhone 14 Plus,256
售 iphone12 128g 綠色 電池86% 機美無傷 功能正常,iPhone 12,128
IPHONE 15 128G(黑色）,iPhone 15,128
iPhone 16 128G￼,iPhone 16,128
iPhone 13 Pro 128G 藍/金,iPhone 13 Pro,128
iPhone 14 紫色 128 電池82 無維修紀錄 12000 台北面交,iPhone 14,128
iPhone 13 256G粉 極新女用機 盒裝完整 如圖,iPhone 13,256
iphone 12 pro max 256GB 功能正常,iPhone 12 Pro Max,256
🥏🥎🏀🥡 售或機換機 iPhone 15 pro 128 原 $22000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,iPhone 15 Pro,128
iPhone 11-128G 三色可挑 綠/紅/白,iPhone 11,128
27 iPhone 15 pro 256G 原色 100% 原廠保固中 二手機 原盒 極新 無拆修 6.1吋.,iPhone 15 Pro,256
賣 IPHONE XSMAX 64G 256G 金色 盒子在 電池健康100% 女用機,iPhone XS,64
【販售】IPhone XR 64G 螢幕刮傷 🔋88%,iPhone X,64
iPhone 13 Pro 256G 完美二手 電池95,iPhone 13 Pro,256
【販售】IPhone 11 🔋100% 128G 備用機,iPhone 11,128
🎴♣️♣️♠️ 售或機換機 iPhone 16 pro Max 256 原 $36000 / 收購 回收 iPhone 型號 Xr Xs Pro Mini Max Plus 關鍵字 機種,iPhone 16 Pro Max,256
【販售】IPhone 11 Pro max 64G 🔋100%,iPhone 11 Pro Max,64
iPhone 12 Pro Max 6.7吋 128G 太平洋藍色,iPhone 12 Pro Max,128
太大用不習慣售 Iphone 14 Pro Max 512 (1),iPhone 14 Pro Max,512
太大用不習慣售 Iphone 14 Pro Max 512 (1),iPhone 14 Pro Max,512
Iphone 16 pro 128G,iPhone 16 Pro,128
iphone14 pro 128全原廠,iPhone 14 Pro,128
iPhone 12 128g,iPhone 12,128
💥IPHONE 16 128 全新未用拆封機 保固2026/6/16,iPhone 16,128
蘋果 Apple Iphone13promax 256G 外觀9.5成新 電池健康度78% 單機出售 板橋實體店面,iPhone 13 Pro Max,256
 iphone 16Plus 128G 黑 拆封未使用 🉑新.,iPhone 16 Plus,128
Iphone 15 128g 黑色,iPhone 15,128
售 iPhone 15 pro 256,iPhone 15 Pro,256
iPhone 14 Pro 紫/128g/電池健康度94% 有盒 正常使用痕跡,iPhone 14 Pro,128
iPhone 15 128G 藍色,iPhone 15,128
iPhone 13pro max 256,iPhone 13 Pro Max,256
【No.632】IPhone 13 Pro 藍色 128g-螢幕有瑕疵《高雄有店面》,iPhone 13 Pro,128
IPHONE 13PRO 128G藍色,iPhone 13 Pro,128
iPhone 16 pro 256g 金色,iPhone 16 Pro,256
iphone14 128GB 健康度85%,iPhone 14,128
iPhone 15 Pro 256G 白,iPhone 15 Pro,256
iPhone 16 Plus 白色 128G,iPhone 16 Plus,128
iPhone 12 128g 藍 電池94% 換過原廠電池,iPhone 12,128
iPhone 11 Pro,iPhone 11 Pro,Unknown
Iphone 13 pro 256g 灰色,iPhone 13 Pro,256
售-二手APPLE IPHONE 13 pro max (6.7吋) 256G 黑色(電池健康度100%),iPhone 13 Pro Max,256
Iphone13pro,iPhone 13 Pro,Unknown
【No.677】IPhone 13 粉色 128g -螢幕有烙印《高雄有店面》,iPhone 13,128
IPHONE 13PRO MAX 256G金色,iPhone 13 Pro Max,256
【No.612】IPhone 12 綠色 256g《高雄有店面》,iPhone 12,256
IPHONE 11 PRO 256G,iPhone 11 Pro,256
Poco X7 PRO 12/512 黃 黑 各一 Mi 小米 realme iPhone redmi 14T F6 F7 PRO ultra 可參考,iPhone 12,512
（6/27現貨）iphone 16 pro max 256g 黑色,iPhone 16 Pro Max,256
iPhone 12 128GB 台中店取 二手可折抵,iPhone 12,128
高雄面交 換機用不到 iPhone 15 128G 藍色,iPhone 15,128
iPhone 11 pro max 256g 金 全新電池有健康度100% 功能正常,iPhone 11 Pro Max,256
iPhone 11 128G,iPhone 11,128
iPhone X 256G,iPhone X,256
(6/27現貨） iphone 16 pro 256g 白原沙漠,iPhone 16 Pro,256
🟡 iPhone 16 白色 128G｜僅使用不到5天 ✨ 幾乎全新！保固到 2026/06 💰,iPhone 16,128
iPhone XS Max 256G 電池彈窗,iPhone XS,256
iPhone 11 Pro 64G 原廠電池彈窗,iPhone 11 Pro,64
iPhone 15 Plus 128G 黑 📲🔥🔋100%,iPhone 15 Plus,128
iPhone X 64G,iPhone X,64
iPhone 12 128G,iPhone 12,128
收IPhone 12/13/14以上,iPhone 12,Unknown
Iphone16 256G 湖水綠,iPhone 16,256
售 iPhone 14 Pro 256GB 14pro 256GB 白色,iPhone 14 Pro,256
售 iPhone 15 Pro max 256GB 15pro max 黑色,iPhone 15 Pro Max,256
機況極佳iPhone 15 Pro 128G鈦金屬色,iPhone 15 Pro,128
售 二手 iphone13 128G 藍色,iPhone 13,128
出售 IPhone 13promax 256g 藍色,iPhone 13 Pro Max,256
Iphone 13 128g 電池85 台南 5g手機,iPhone 13,128
🌟IPhone 13Pro 256G⚡️78%,iPhone 13 Pro,256
桃園八德實體店面📍IPHONE 13Pro Max 256GB 綠色🖤（869）,iPhone 13 Pro Max,256
【外觀漂亮】iPhone 15 PRO MAX 256G 藍色 6.7吋 蘋果 二手機 台北 中山 實體門市 J1611,iPhone 15 Pro Max,256
iPhone 13 256G 粉色 電池健康度99%,iPhone 13,256
iPhone 14 128g 藍色 電池78%🍎✨外觀漂亮😻,iPhone 14,128
iPhone 12 mini 256G 藍色,iPhone 12 mini,256
iPhone 13 256G 紅色 電池84%🍎✨😻,iPhone 13,256
IPHONE 12 128G黑色,iPhone 12,128
桃園八德實體店面📍IPHONE 13 Pro Max 256GB 金色🖤（918）,iPhone 13 Pro Max,256
自用 iPhone 11 promax 256G夜幕綠,iPhone 11 Pro Max,256
面交 出售本人自用手機iPhone 14 Pro max 128G 功能都是正常的 無損傷,iPhone 14 Pro Max,128
iPhone XR 128G 白色,iPhone X,128
IPHONE16plus 128G 綠色 6.7吋 保固超長 可免卡分期 可舊機折抵 歡迎來店看機,iPhone 16 Plus,128
iPhone 12 Pro,iPhone 12 Pro,Unknown
iPhone 12 Pro Max 256g 灰色 低價出,iPhone 12 Pro Max,256
iPhone 11 128 G綠 極新 電池100%,iPhone 11,128
Iphone 15全新（已拆封）128g,iPhone 15,128
iPhone 14 Pro Max 256G,iPhone 14 Pro Max,256
iPhone 16Pro 256G 無傷,iPhone 16 Pro,256
Iphone14,iPhone 14,Unknown
iPhone 14pro max 紫 128,iPhone 14 Pro Max,128
